"filename", "language", "Shell Script", "JavaScript", "env", "JSON", "Solidity", "Markdown", "CSV", "HTML", "CSS", "XML", "Svelte", "comment", "blank", "total"
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/component/dash/DoctorDash.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 260, 2, 9, 271
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/component/dash/PatientDash.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 694, 1, 48, 743
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/config.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 14
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/AccessControl.json", "JSON", 0, 0, 0, 4223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4223
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/AccessControlEnumerable.json", "JSON", 0, 0, 0, 1782, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1782
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Application.json", "JSON", 0, 0, 0, 2057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2057
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Chaindoser.json", "JSON", 0, 0, 0, 15664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15664
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Clones.json", "JSON", 0, 0, 0, 1921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1921
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Context.json", "JSON", 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 269
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Doctor.json", "JSON", 0, 0, 0, 6527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6527
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/DoctorFactory.json", "JSON", 0, 0, 0, 3425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3425
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/ERC165.json", "JSON", 0, 0, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 338
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/EnumerableSet.json", "JSON", 0, 0, 0, 7075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7075
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/IAccessControl.json", "JSON", 0, 0, 0, 1074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1074
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/IAccessControlEnumerable.json", "JSON", 0, 0, 0, 555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 555
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/IERC165.json", "JSON", 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Manager.json", "JSON", 0, 0, 0, 17462, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17462
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Ownable.json", "JSON", 0, 0, 0, 1399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1399
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Patient.json", "JSON", 0, 0, 0, 21359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21359
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/PatientFactory.json", "JSON", 0, 0, 0, 8277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8277
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Strings.json", "JSON", 0, 0, 0, 2881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2881
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/Treatment.json", "JSON", 0, 0, 0, 14784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14784
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/contracts/TreatmentFactory.json", "JSON", 0, 0, 0, 9160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9160
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/onStopTyping.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/provider.js", "JavaScript", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 156
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/server/db.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 22
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/lib/store.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/routes/+layout.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/routes/+layout.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 3, 29
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/routes/+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 9, 118
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/src/routes/new-patient/+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 16, 240
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/svelte.config.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 17
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/tailwind.config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/manager/vite.config.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 23
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/migrations/1_initial_migration.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/package-lock.json", "JSON", 0, 0, 0, 12132, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12133
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/package.json", "JSON", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/startup.sh", "Shell Script", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 48
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/test/function.js", "JavaScript", 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 72, 559
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/test/setup.js", "JavaScript", 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 83, 547
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/test/stress.js", "JavaScript", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 26, 238
"/home/leslie/Documents/GitHub/svelte-blockchain-template-sveltekit/truffle-config.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 6, 171
"Total", "-", 39, 1780, 6, 479693, 676, 53, 65274, 26, 72, 965, 5172, 752, 809, 555317
